,N,종목명,현재가,전일비,등락률,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROE,토론실
3,453.0,KODEX 미국달러SOFR금리액티브(합성),10935.0,35.0,+0.32%,0.0,3405.0,31140.0,0.0,49573.0,,,
4,454.0,TIGER 글로벌자율주행&전기차SOLACTIVE,11050.0,30.0,-0.27%,0.0,3403.0,30800.0,0.57,56277.0,,,
5,455.0,HL홀딩스,33450.0,0.0,0.00%,5000.0,3402.0,10169.0,7.37,15474.0,6.81,5.01,
9,456.0,조광피혁,51100.0,100.0,-0.20%,5000.0,3398.0,6649.0,0.37,1045.0,37.57,2.23,
10,457.0,KODEX 선진국MSCI World,26780.0,95.0,-0.35%,0.0,3374.0,12600.0,0.01,45961.0,,,
11,458.0,KBSTAR 미국S&P500,15420.0,75.0,-0.48%,0.0,3362.0,21800.0,0.01,254045.0,,,
12,459.0,현대차3우B,139700.0,4900.0,-3.39%,5000.0,3359.0,2404.0,23.4,48632.0,3.2,,
13,460.0,KODEX 미국반도체MV,21125.0,60.0,+0.28%,0.0,3359.0,15900.0,0.04,577581.0,,,
17,461.0,송원산업,13990.0,150.0,-1.06%,500.0,3358.0,24000.0,17.02,63116.0,9.63,5.02,
18,462.0,ARIRANG 국고채30년액티브,101360.0,600.0,-0.59%,0.0,3350.0,3305.0,0.0,108.0,,,
19,463.0,한진,22400.0,450.0,-1.97%,5000.0,3348.0,14948.0,6.77,25395.0,12.81,1.86,
20,464.0,한국쉘석유,256500.0,1000.0,+0.39%,5000.0,3334.0,1300.0,58.17,2105.0,8.92,31.27,
21,465.0,대상홀딩스,9180.0,180.0,-1.92%,1000.0,3324.0,36213.0,4.39,277727.0,16.16,2.85,
25,466.0,디아이,11710.0,500.0,-4.10%,500.0,3314.0,28300.0,9.63,1972475.0,105.5,2.09,
26,467.0,대원제약,14890.0,150.0,-1.00%,500.0,3304.0,22190.0,15.1,78611.0,13.69,9.25,
27,468.0,케이씨,24300.0,0.0,0.00%,500.0,3294.0,13554.0,9.66,139536.0,6.93,6.44,
28,469.0,한화3우B,14650.0,190.0,-1.28%,5000.0,3292.0,22472.0,15.95,54446.0,3.77,,
29,470.0,KODEX 코스피,28555.0,35.0,+0.12%,0.0,3284.0,11500.0,0.01,343959.0,,,
33,471.0,ARIRANG 고배당주,13990.0,20.0,-0.14%,0.0,3282.0,23460.0,0.04,490220.0,,,
34,472.0,TIGER 미국나스닥100커버드콜(합성),10460.0,5.0,-0.05%,0.0,3279.0,31350.0,0.02,403714.0,,,
35,473.0,에어부산,2800.0,70.0,-2.44%,1000.0,3266.0,116640.0,0.77,162608.0,3.14,66.45,
36,474.0,HLB글로벌,7330.0,530.0,-6.74%,500.0,3264.0,44523.0,5.11,904247.0,-13.62,-40.28,
37,475.0,ACE 글로벌반도체TOP4 Plus SOLACTIVE,22980.0,140.0,+0.61%,0.0,3263.0,14200.0,0.03,501130.0,,,
41,476.0,TIGER 중장기국채,50100.0,125.0,-0.25%,0.0,3216.0,6420.0,0.0,10288.0,,,
42,477.0,SOL 초단기채권액티브,50955.0,5.0,+0.01%,0.0,3211.0,6302.0,0.02,198800.0,,,
43,478.0,사조대림,35000.0,550.0,-1.55%,5000.0,3208.0,9164.0,4.55,20760.0,3.51,16.87,
44,479.0,알루코,3325.0,120.0,-3.48%,500.0,3206.0,96414.0,1.36,1628855.0,16.62,7.19,
45,480.0,수산인더스트리,22400.0,450.0,-1.97%,200.0,3200.0,14286.0,0.89,60002.0,6.56,10.21,
49,481.0,삼익THK,15210.0,150.0,-0.98%,500.0,3194.0,21000.0,35.56,366958.0,323.62,0.48,
50,482.0,SGC에너지,22150.0,250.0,-1.12%,5000.0,3192.0,14409.0,3.66,33475.0,7.69,5.96,
51,483.0,KODEX 미국채울트라30년선물(H),7960.0,150.0,-1.85%,0.0,3176.0,39900.0,0.01,563573.0,,,
52,484.0,한농화성,20300.0,700.0,-3.33%,500.0,3174.0,15637.0,1.64,467478.0,25.6,7.87,
53,485.0,TIGER 글로벌리튬&2차전지SOLACTIVE(합성),6885.0,15.0,-0.22%,0.0,3170.0,46040.0,0.34,93968.0,,,
57,486.0,대원강업,5100.0,80.0,-1.54%,500.0,3162.0,62000.0,2.11,140160.0,10.32,6.17,
58,487.0,TIGER 인도니프티50,12340.0,20.0,-0.16%,0.0,3153.0,25550.0,0.17,536169.0,,,
59,488.0,이리츠코크렙,4965.0,15.0,-0.30%,500.0,3145.0,63342.0,0.93,58908.0,31.83,4.16,
60,489.0,KODEX 국고채30년액티브,105900.0,490.0,-0.46%,0.0,3144.0,2969.0,0.01,9791.0,,,
61,490.0,스틱인베스트먼트,7540.0,50.0,-0.66%,500.0,3143.0,41678.0,12.97,106255.0,11.39,11.38,
65,491.0,STX엔진,13590.0,510.0,+3.90%,2500.0,3127.0,23009.0,2.54,92721.0,65.97,2.19,
66,492.0,KODEX 25-11 회사채(A+이상)액티브,10395.0,0.0,0.00%,0.0,3118.0,30000.0,0.0,5602.0,,,
67,493.0,DB,1550.0,22.0,-1.40%,500.0,3118.0,201174.0,2.44,306013.0,15.35,5.96,
68,494.0,한투 KIS CD금리투자 ETN,51890.0,0.0,0.00%,0.0,3113.0,6000.0,0.0,0.0,,,
69,495.0,농심홀딩스,67000.0,100.0,-0.15%,5000.0,3107.0,4638.0,2.09,2177.0,4.63,6.11,
73,496.0,KODEX 인도Nifty50,12655.0,20.0,-0.16%,0.0,3100.0,24500.0,0.0,300981.0,,,
74,497.0,종근당홀딩스,61700.0,600.0,+0.98%,2500.0,3091.0,5010.0,5.25,2571.0,6.58,8.61,
75,498.0,한국콜마홀딩스,8380.0,120.0,-1.41%,500.0,3081.0,36770.0,14.38,147068.0,-83.8,-0.61,
76,499.0,BYC,491000.0,0.0,0.00%,5000.0,3067.0,625.0,2.23,642.0,17.42,4.51,
77,500.0,대한제강,12930.0,260.0,-1.97%,1000.0,3027.0,23414.0,6.69,21675.0,4.39,9.88,
